x,y
19.37811563501023,81.07107194535182
12.62139659743589,81.38796075465902
19.27257017553952,95.64491410578789
10.999979450279021,96.70025814057199
15.829655933263105,97.0134471044423
18.608271162445213,72.35701929791814
19.019554890960087,80.77376586276822
19.861543067043428,50.95044340309856
11.345850796821841,98.2992878151506
13.789871225649204,64.6306950836323
15.716456403609506,81.09048213333429
15.974127729814608,76.36701339171086
10.77080075961487,68.62821284342854
11.474221317080517,66.91921153193826
13.894639111825597,70.16155405052811
18.960963697855483,90.10609629014425
10.224283101523536,89.77242448925467
10.781503371573272,74.18317365272001
17.55166128330315,77.36038018690488
10.488498884731772,82.52170994990152
19.513311443736285,90.07103703994964
14.492240974432326,74.69564668499655
16.30521176626532,70.56493203057931
18.800384435194786,82.04544479368619
10.223306821461854,95.07569445628938
15.386583566334576,54.65382618116559
18.342682587391046,66.77743861825267
11.117350998493599,80.75378237738907
11.09911628341894,82.5420085508166
18.152725699480047,64.94379611890741
10.773328890508182,73.44072605115252
15.05924714417603,50.046452879102624
16.828798065905453,67.91925650924955
13.628821029149357,71.43486431865156
17.18875669349235,69.34593002069057
13.095763403504792,55.24475100371909
19.491640295562874,85.3440065729781
18.62876848352202,56.0935482830658
17.060151284780986,70.86572251031312
14.204984384426673,93.96693936895126
17.256243604838232,65.2579625054665
18.65398611266224,63.96301873517805
16.536179215055498,75.9314998950246
11.21719766163029,86.8247165074091
12.486987252169865,61.07648430719411
18.104683664844757,64.64281646752292
18.068780904315844,71.5929065295991
14.638211919789338,79.07783846483856
15.086962731919122,53.83557588888242
12.210205164749903,81.21864472886645
12.143263442495682,83.09150114847324
10.77272242855556,70.99290018254077
18.973176969462312,70.39734719388628
14.020779015983353,81.05853921020658
16.156403286152837,54.053816033135305
12.501756543129044,59.92836737708072
14.811551306688386,94.52120972287948
17.51477704251389,84.25459551989717
13.918456611599073,99.57754706778175
18.64959697164351,78.53242057031625
14.840689367364938,83.70931309089063
11.789668624501719,86.44106941166858
14.57930554694586,57.891946060752595
11.068206144171933,92.22166029534584
19.133310409051,73.95791272609333
14.232913279985386,99.01868478429559
17.98745956058518,69.11463127840995
16.74855471081032,93.03285694707124
18.111809513587797,69.8980891960272
17.8258051832288,81.19973075649057
10.101977290312531,81.30458519481212
17.23530992124124,72.41309371075157
19.97354035812284,96.71600626461955
19.188327647211153,73.47026202618746
12.353518402149254,85.06488043736472
10.865728894899773,96.13884367306085
16.71488084176336,66.72236112297772
19.524314128819583,59.46939689194349
11.375338683151117,86.3447595602504
16.499981411875588,95.2619015847728
12.890045431874228,54.71625100539399
13.814350927546169,93.17045775857827
16.893990669356207,77.11961312685953
15.105304856428843,86.7146233874705
18.82012358790334,83.6571419088704
15.857690717078018,58.03017030874547
12.773388993670235,72.24013291258453
13.625575930205697,71.485593328
13.633528219275654,59.35227918487718
14.103508812574553,77.55077245420524
12.083813215986044,93.54658125321235
18.11967980726704,66.16110112278876
12.377159652930736,64.06870686038329
12.686269876852743,66.14680328145242
16.14968729427347,58.09393465420381
14.50776404146769,65.74969654352034
13.83240333813893,97.52582624566702
14.713886359335774,53.84283411609717
19.879986707664205,93.94706243795476
13.656396947346916,99.87265964888888
15.336256080533627,52.19480683230496
16.657344364716423,52.825515285613
13.14758674363471,72.1189865937506
10.67142564880238,82.90570091337378
16.441493800215007,53.12094109003153
18.04230400701495,95.65886947461703
10.403217251686131,82.14310679586173
17.97646455439035,73.50875562666761
12.313106832425008,78.69920256002415
14.775884138966514,52.219968667316294
14.944648303279198,84.70904294883589
17.7555895309276,73.9911315555259
14.885103810789637,56.75923025689728
12.103376334189358,96.59090635704399
18.005324461877105,74.1970550291386
17.680879146869216,52.699525703384275
16.339204125889,55.362159006638265
13.029130232034138,72.87432888204529
12.645463919991382,83.09950247939051
16.547235027043698,55.85020299488015
18.7978672106971,72.89047669442239
15.340840138371513,74.60814591238929
13.000098486006454,92.90529660778112
16.838530904542566,74.45460739371765
16.109037039168612,70.00450027280621
11.260341305028494,80.73867434711367
18.790289219955707,91.76302001962719
19.56839484455221,79.01305198543422
18.840563827642942,53.86208537703285
14.221876423055797,55.67264080051203
12.347627609760744,89.0281582034367
19.97669538286059,89.84180754384441
19.20314599336515,87.2962085007648
10.94285872383866,89.90491448395751
14.246482709595071,61.64610043881407
18.44121908549177,84.07993071740117
15.578161470250516,80.52623933410514
16.75491392445995,58.972957450011
15.669255755711964,97.94016281067263
11.299175731827074,93.96742217815334
10.68014809427395,80.71638857484142
18.108953316055153,84.12811974161059
12.152353172448588,54.435380490765425
15.6288147422561,67.31382649894101
14.805830971028561,53.19613064808551
10.94465165083011,82.74531191403403
12.383569007888395,86.59766117717898
17.137414541977254,50.89212830764198
11.07486768633416,72.05569681918927
16.14564904315581,77.41408942485268
13.979825645262807,82.88181320977372
